tienda,vehiculo,distancia,cluster,cluster_ordenado,n_clientes_ruta,n_k (total clientes),centroide,c_k,p_k (entero óptimo),U_k (entero óptimo)
13,0,10.650281539872886,0,0,10,609,28.721833944230458,0.04716228890678236,29.361616161616162,8099.741654351816
1,0,12.82842712474619,0,0,13,609,28.721833944230458,0.04716228890678236,29.361616161616162,8099.741654351816
4,0,15.656854249492381,0,0,15,609,28.721833944230458,0.04716228890678236,29.361616161616162,8099.741654351816
8,0,18.242640687119284,0,0,18,609,28.721833944230458,0.04716228890678236,29.361616161616162,8099.741654351816
3,0,18.82842712474619,0,0,19,609,28.721833944230458,0.04716228890678236,29.361616161616162,8099.741654351816
12,0,25.23606797749979,0,0,25,609,28.721833944230458,0.04716228890678236,29.361616161616162,8099.741654351816
14,0,25.65685424949238,0,0,25,609,28.721833944230458,0.04716228890678236,29.361616161616162,8099.741654351816
11,0,27.478708664619077,0,0,26,609,28.721833944230458,0.04716228890678236,29.361616161616162,8099.741654351816
4,1,29.65685424949238,0,0,29,609,28.721833944230458,0.04716228890678236,29.361616161616162,8099.741654351816
8,1,31.656854249492383,0,0,31,609,28.721833944230458,0.04716228890678236,29.361616161616162,8099.741654351816
12,1,32.485281374238575,0,0,31,609,28.721833944230458,0.04716228890678236,29.361616161616162,8099.741654351816
12,2,33.071067811865476,0,0,32,609,28.721833944230458,0.04716228890678236,29.361616161616162,8099.741654351816
10,0,33.071067811865476,0,0,32,609,28.721833944230458,0.04716228890678236,29.361616161616162,8099.741654351816
17,0,33.071067811865476,0,0,31,609,28.721833944230458,0.04716228890678236,29.361616161616162,8099.741654351816
9,0,33.071067811865476,0,0,32,609,28.721833944230458,0.04716228890678236,29.361616161616162,8099.741654351816
15,0,33.89949493661166,0,0,32,609,28.721833944230458,0.04716228890678236,29.361616161616162,8099.741654351816
16,0,35.13556291411146,0,0,32,609,28.721833944230458,0.04716228890678236,29.361616161616162,8099.741654351816
6,0,35.65685424949238,0,0,35,609,28.721833944230458,0.04716228890678236,29.361616161616162,8099.741654351816
5,0,36.14213562373095,0,0,33,609,28.721833944230458,0.04716228890678236,29.361616161616162,8099.741654351816
17,1,36.48528137423857,0,0,35,609,28.721833944230458,0.04716228890678236,29.361616161616162,8099.741654351816
2,0,36.828427124746185,0,0,37,609,28.721833944230458,0.04716228890678236,29.361616161616162,8099.741654351816
14,1,37.071067811865476,0,0,36,609,28.721833944230458,0.04716228890678236,29.361616161616162,8099.741654351816
17,2,38.48528137423857,1,1,37,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
16,1,38.48528137423857,1,1,37,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
1,1,39.071067811865476,1,1,38,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
10,1,39.31370849898476,1,1,37,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
15,1,39.656854249492376,1,1,38,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
7,0,39.92587919304684,1,1,30,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
13,1,40.727922061357845,1,1,38,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
6,1,41.07106781186547,1,1,40,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
9,1,41.31370849898475,1,1,39,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
16,2,41.47870866461907,1,1,39,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
8,2,41.656854249492376,1,1,40,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
3,1,42.142135623730944,1,1,39,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
3,2,43.47870866461908,1,1,40,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
4,2,43.951532750363846,1,1,38,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
6,2,44.262405524956364,1,1,38,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
7,1,44.48528137423857,1,1,39,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
9,2,44.54977647648454,1,1,41,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
10,2,44.54977647648455,1,1,41,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
8,3,46.91268706482924,1,1,42,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
9,3,47.255832815336866,1,1,40,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
7,2,48.834471631525375,1,1,39,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
1,2,49.676619087329456,1,1,44,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
1,3,49.878979388702824,1,1,42,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
7,3,51.42094619989748,1,1,43,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
9,4,52.27357041880592,1,1,41,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
5,2,52.48528137423857,1,1,51,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
5,1,53.07106781186547,1,1,52,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
4,3,54.65028153987288,1,1,44,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
10,3,56.310706353481294,1,1,42,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
6,3,57.464709914511275,1,1,42,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
6,4,57.64722854478518,1,1,43,1254,46.015752671749865,0.03669517756917852,29.361616161616162,16684.2409723392
11,1,65.06177259678003,2,2,61,336,75.11343957714341,0.223551903503403,29.926262626262623,4442.354985299304
11,2,68.38477631085021,2,2,64,336,75.11343957714341,0.223551903503403,29.926262626262623,4442.354985299304
11,3,74.72792206135784,2,2,72,336,75.11343957714341,0.223551903503403,29.926262626262623,4442.354985299304
