distancia_promedio_cw_solo,distancia_promedio_mejorada,distancia_promedio_caso_base,demanda_online_insatisfecha_cw,demanda_online_insatisfecha_cb,utilidad_de_entregas,utilidad_total,utilidad_de_entregas_cb1,utilidad_de_entregas_cb2,utilidad_total_cb1,utilidad_total_cb2,ventas_perdidas_caso_base,porcentaje_ventas_perdidas_caso_base,ventas_perdidas_no_caso_base,porcentaje_ventas_perdidas_no_caso_base
2455.3714469508423,2441.325203831319,2724.864178366669,0.0,0.0,1021.3523719842934,-86031330.33828184,-49949.645475633806,0.0,-352210599.243504,-352160649.59802836,1861740.0,0.0010464272388601703,16922179.0,0.009511440397943827
