distancia_promedio_cw_solo,distancia_promedio_mejorada,distancia_promedio_caso_base,demanda_online_insatisfecha_cw,demanda_online_insatisfecha_cb,utilidad_de_entregas,utilidad_total,utilidad_de_entregas_cb1,utilidad_de_entregas_cb2,utilidad_total_cb1,utilidad_total_cb2
2454.4111379934106,2440.162138321336,2721.3735804164344,0.0,0.0,12715.47959250593,-172962816.7707458,-50114.47882280694,-50114.47882280694,-367196619.00370324,-367196619.00370324
