cluster_ordenado,n_k (total clientes),centroide,c_k,p_k (precio óptimo),U_k (utilidad óptima),p_k (entero óptimo),U_k (entero óptimo)
0,436,27.05764705882353,0.062058823529411763,29.361616161616162,5795.883068018096,29.361616161616162,5795.883068018096
1,1333,44.85925461320241,0.03365285417344517,29.361616161616162,17737.16150062169,29.361616161616162,17737.16150062169
2,430,72.69032186982882,0.1690472601623926,29.926262626262623,5695.588972497066,29.926262626262623,5695.588972497066
