distancia_promedio_cw_solo,distancia_promedio_mejorada,distancia_promedio_caso_base,demanda_online_insatisfecha_cw,demanda_online_insatisfecha_cb,utilidad_de_entregas,utilidad_total,utilidad_de_entregas_cb1,utilidad_de_entregas_cb2,utilidad_total_cb1,utilidad_total_cb2
2455.704108959378,2441.3937611312385,2718.395668773992,0.0,0.0,12225.206461792666,-171739708.89519933,-50364.196136390805,-50364.196136390805,-365031509.6957302,-365031509.6957302
