distancia_promedio_cw_solo,distancia_promedio_mejorada,distancia_promedio_caso_base,demanda_online_insatisfecha_cw,demanda_online_insatisfecha_cb,utilidad_de_entregas,utilidad_total,utilidad_de_entregas_cb1,utilidad_de_entregas_cb2,utilidad_total_cb1,utilidad_total_cb2
2455.48549528174,2440.7732658194764,2718.4732849323686,0.0,0.0,12710.274665635588,-173045535.8810252,-50267.78600418374,0.0,-367367561.2532891,-367317293.4672849
