distancia_promedio_cw_solo,distancia_promedio_mejorada,distancia_promedio_caso_base,demanda_online_insatisfecha_cw,demanda_online_insatisfecha_cb,utilidad_de_entregas,utilidad_total,utilidad_de_entregas_cb1,utilidad_de_entregas_cb2,utilidad_total_cb1,utilidad_total_cb2
2456.1478729959217,2441.11482854312,2718.860583133308,0.0,0.0,12477.62386466208,-171342237.7479639,-50203.926424723606,0.0,-364354537.5793329,-364304333.65290815
