id_zona,distancia,p_k (entero óptimo),U_k (entero óptimo),dia
1,37.65685424949238,19.762626262626263,16091.856410110066,6
2,37.65685424949238,19.762626262626263,16091.856410110066,6
3,37.65685424949238,19.762626262626263,16091.856410110066,6
4,39.07106781186547,29.361616161616162,18099.09975829515,6
5,39.07106781186547,29.361616161616162,18099.09975829515,6
6,39.07106781186547,19.762626262626263,16091.856410110066,6
7,39.07106781186547,29.361616161616162,18099.09975829515,6
8,39.07106781186547,29.361616161616162,18099.09975829515,6
9,39.07106781186547,19.762626262626263,16091.856410110066,6
10,39.07106781186547,29.361616161616162,18099.09975829515,6
11,39.07106781186547,19.762626262626263,16091.856410110066,6
12,39.07106781186547,19.762626262626263,16091.856410110066,6
13,39.07106781186547,29.361616161616162,18099.09975829515,6
14,39.07106781186547,19.762626262626263,16091.856410110066,6
15,39.07106781186547,29.361616161616162,18099.09975829515,6
16,39.07106781186547,19.762626262626263,16091.856410110066,6
17,47.255832815336866,19.762626262626263,16091.856410110066,6
18,47.255832815336866,19.762626262626263,16091.856410110066,6
19,47.255832815336866,19.762626262626263,16091.856410110066,6
20,47.255832815336866,19.762626262626263,16091.856410110066,6
21,47.255832815336866,29.361616161616162,18099.09975829515,6
22,49.34166020071207,19.762626262626263,16091.856410110066,6
23,49.34166020071207,19.762626262626263,16091.856410110066,6
24,49.34166020071207,19.762626262626263,16091.856410110066,6
25,49.34166020071207,19.762626262626263,16091.856410110066,6
26,49.34166020071207,19.762626262626263,16091.856410110066,6
27,49.34166020071207,19.762626262626263,16091.856410110066,6
28,49.34166020071207,29.361616161616162,18099.09975829515,6
29,49.34166020071207,29.361616161616162,18099.09975829515,6
30,49.34166020071207,19.762626262626263,16091.856410110066,6
31,37.65685424949238,29.361616161616162,18099.09975829515,6
32,37.65685424949238,29.361616161616162,18099.09975829515,6
33,37.65685424949238,19.762626262626263,16091.856410110066,6
34,43.47870866461908,19.762626262626263,16091.856410110066,6
35,37.65685424949238,19.762626262626263,16091.856410110066,6
36,37.65685424949238,29.361616161616162,18099.09975829515,6
37,37.65685424949238,29.361616161616162,18099.09975829515,6
38,37.65685424949238,29.361616161616162,18099.09975829515,6
39,37.65685424949238,29.361616161616162,18099.09975829515,6
40,37.65685424949238,29.361616161616162,18099.09975829515,6
41,37.65685424949238,19.762626262626263,16091.856410110066,6
42,37.65685424949238,29.361616161616162,18099.09975829515,6
43,39.07106781186547,19.762626262626263,16091.856410110066,6
44,39.07106781186547,29.361616161616162,18099.09975829515,6
45,39.07106781186547,29.361616161616162,18099.09975829515,6
46,47.255832815336866,19.762626262626263,16091.856410110066,6
47,47.255832815336866,29.361616161616162,18099.09975829515,6
48,47.255832815336866,29.361616161616162,18099.09975829515,6
49,47.255832815336866,29.361616161616162,18099.09975829515,6
50,47.255832815336866,19.762626262626263,16091.856410110066,6
51,47.255832815336866,29.361616161616162,18099.09975829515,6
52,49.34166020071207,19.762626262626263,16091.856410110066,6
53,50.23334547203385,29.361616161616162,18099.09975829515,6
54,50.23334547203385,29.361616161616162,18099.09975829515,6
55,50.23334547203385,29.361616161616162,18099.09975829515,6
56,50.23334547203385,29.361616161616162,18099.09975829515,6
57,50.23334547203385,19.762626262626263,16091.856410110066,6
58,50.23334547203385,19.762626262626263,16091.856410110066,6
59,49.34166020071207,19.762626262626263,16091.856410110066,6
60,49.34166020071207,19.762626262626263,16091.856410110066,6
61,37.65685424949238,29.361616161616162,18099.09975829515,6
62,37.65685424949238,29.361616161616162,18099.09975829515,6
63,37.65685424949238,19.762626262626263,16091.856410110066,6
64,37.65685424949238,29.361616161616162,18099.09975829515,6
65,39.07106781186547,19.762626262626263,16091.856410110066,6
66,37.65685424949238,29.361616161616162,18099.09975829515,6
67,37.65685424949238,29.361616161616162,18099.09975829515,6
68,37.65685424949238,29.361616161616162,18099.09975829515,6
69,37.65685424949238,19.762626262626263,16091.856410110066,6
70,37.65685424949238,19.762626262626263,16091.856410110066,6
71,37.65685424949238,19.762626262626263,16091.856410110066,6
