distancia_promedio_cw_solo,distancia_promedio_mejorada,distancia_promedio_caso_base,demanda_online_insatisfecha_cw,demanda_online_insatisfecha_cb,utilidad_de_entregas,utilidad_total,utilidad_de_entregas_cb1,utilidad_de_entregas_cb2,utilidad_total_cb1,utilidad_total_cb2
2456.5214910528957,2442.019259523949,2719.9562887037187,0.0,0.0,12582.33032130319,-172285437.7548632,-50395.08786428805,-50395.08786428805,-366010377.58425295,-366010377.58425295
